"STATISTIC","Statistic Label","TLIST(A1)","Year","C03037V03742","Garda Station","UNIT","VALUE"
"CJA36C01","Fraud, deception & related offences","2024","2024","52103","52103 Enniscorthy, Wexford Division","Number","52"
"CJA36C01","Fraud, deception & related offences","2024","2024","13106","13106 Enniscrone, Sligo/Leitrim Division","Number","7"
"CJA36C01","Fraud, deception & related offences","2024","2024","43202","43202 Enniskerry, Wicklow Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","21205","21205 Ennistymon, Clare Division","Number","18"
"CJA36C01","Fraud, deception & related offences","2024","2024","23501","23501 Eyrecourt, Galway Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","34311","34311 Farranfore, Kerry Division","Number","9"
"CJA36C01","Fraud, deception & related offences","2024","2024","41104","41104 Ferbane, Laois/Offaly Division","Number","11"
"CJA36C01","Fraud, deception & related offences","2024","2024","32203","32203 Fermoy, Cork North Division","Number","32"
"CJA36C01","Fraud, deception & related offences","2024","2024","52104","52104 Ferns, Wexford Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","54302","54302 Ferrybank, Waterford Division","Number","11"
"CJA36C01","Fraud, deception & related offences","2024","2024","51203","51203 Fethard, Tipperary Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","66103","66103 Finglas, D.M.R. Western Division","Number","131"
"CJA36C01","Fraud, deception & related offences","2024","2024","62202","62202 Fitzgibbon Street, D.M.R. North Central Division","Number","62"
"CJA36C01","Fraud, deception & related offences","2024","2024","22503","22503 Foxford, Mayo Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","35309","35309 Foynes, Limerick Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","24205","24205 Frenchpark, Roscommon/Longford Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","53204","53204 Freshford, Kilkenny/Carlow Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","23304","23304 Gaillimh, Galway Division","Number","178"
"CJA36C01","Fraud, deception & related offences","2024","2024","63102","63102 Garristown, D.M.R. Northern Division","Number","7"
"CJA36C01","Fraud, deception & related offences","2024","2024","32104","32104 Glanmire, Cork City Division","Number","35"
"CJA36C01","Fraud, deception & related offences","2024","2024","32304","32304 Glantaine, Cork North Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","42407","42407 Glasson, Westmeath Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","22106","22106 Gleann na Muaidhe, Mayo Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","23805","23805 Glenamaddy, Galway Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","34105","34105 Glenbeigh, Kerry Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","33207","33207 Glengarriff, Cork West Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","53303","53303 Glenmore, Kilkenny/Carlow Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","35310","35310 Glin, Limerick Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","52403","52403 Glynn, Wexford Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","22601","22601 Gob an Choire, Mayo Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","51605","51605 Golden, Tipperary Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","53304","53304 Goresbridge, Kilkenny/Carlow Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","52203","52203 Gorey, Wexford Division","Number","50"
"CJA36C01","Fraud, deception & related offences","2024","2024","23403","23403 Gort, Galway Division","Number","13"
"CJA36C01","Fraud, deception & related offences","2024","2024","53305","53305 Graiguenamanagh, Kilkenny/Carlow Division","Number","9"
"CJA36C01","Fraud, deception & related offences","2024","2024","24305","24305 Granard, Roscommon/Longford Division","Number","11"
"CJA36C01","Fraud, deception & related offences","2024","2024","13304","13304 Grange, Sligo/Leitrim Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","43203","43203 Greystones, Wicklow Division","Number","41"
"CJA36C01","Fraud, deception & related offences","2024","2024","31203","31203 Gurranabraher, Cork City Division","Number","31"
"CJA36C01","Fraud, deception & related offences","2024","2024","13107","13107 Gurteen, Sligo/Leitrim Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","14305","14305 Hackballscross, Louth Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","53104","53104 Hacketstown, Kilkenny/Carlow Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","23806","23806 Headford, Galway Division","Number","15"
"CJA36C01","Fraud, deception & related offences","2024","2024","35203","35203 Henry Street, Limerick Division","Number","125"
"CJA36C01","Fraud, deception & related offences","2024","2024","51503","51503 Holycross, Tipperary Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","35107","35107 Hospital Co Limerick, Limerick Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","63402","63402 Howth, D.M.R. Northern Division","Number","46"
"CJA36C01","Fraud, deception & related offences","2024","2024","23605","23605 Indreabhain, Galway Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","33106","33106 Innishannon, Cork West Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","61102","61102 Irishtown, D.M.R. South Central Division","Number","84"
"CJA36C01","Fraud, deception & related offences","2024","2024","33403","33403 Kanturk, Cork North Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","24104","24104 Keadue, Roscommon/Longford Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","33209","33209 Kealkil, Cork West Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","22602","22602 Keel, Mayo Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","42203","42203 Kells Ceanannus Mor, Meath Division","Number","22"
"CJA36C01","Fraud, deception & related offences","2024","2024","24401","24401 Kenagh, Roscommon/Longford Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","34106","34106 Kenmare, Kerry Division","Number","14"
"CJA36C01","Fraud, deception & related offences","2024","2024","12405","12405 Kerrykeel, Donegal Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","61301","61301 Kevin Street, D.M.R. South Central Division","Number","153"
"CJA36C01","Fraud, deception & related offences","2024","2024","44105","44105 Kilbeggan, Westmeath Division","Number","7"
"CJA36C01","Fraud, deception & related offences","2024","2024","33107","33107 Kilbrittain, Cork West Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","45203","45203 Kilcock, Kildare Division","Number","19"
"CJA36C01","Fraud, deception & related offences","2024","2024","23105","23105 Kilconnell, Galway Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","41105","41105 Kilcormac, Laois/Offaly Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","45303","45303 Kilcullen, Kildare Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","45104","45104 Kildare, Kildare Division","Number","26"
"CJA36C01","Fraud, deception & related offences","2024","2024","32204","32204 Kildorrery, Cork North Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","21206","21206 Kildysart, Clare Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","21207","21207 Kilkee, Clare Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","22504","22504 Kilkelly, Mayo Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","53206","53206 Kilkenny, Kilkenny/Carlow Division","Number","111"
"CJA36C01","Fraud, deception & related offences","2024","2024","54201","54201 Kill, Co Waterford, Waterford Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","22205","22205 Killala, Mayo Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","21104","21104 Killaloe, Clare Division","Number","17"
"CJA36C01","Fraud, deception & related offences","2024","2024","34108","34108 Killarney, Kerry Division","Number","77"
"CJA36C01","Fraud, deception & related offences","2024","2024","32403","32403 Killeagh, Cork North Division","Number","12"
"CJA36C01","Fraud, deception & related offences","2024","2024","51504","51504 Killenaule, Tipperary Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","11206","11206 Killeshandra, Cavan/Monaghan Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","23502","23502 Killimor, Galway Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","34109","34109 Killorglin, Kerry Division","Number","17"
"CJA36C01","Fraud, deception & related offences","2024","2024","44206","44206 Killucan, Westmeath Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","53307","53307 Kilmacow, Kilkenny/Carlow Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","12406","12406 Kilmacrennan, Donegal Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","54202","54202 Kilmacthomas, Waterford Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","22406","22406 Kilmaine, Mayo Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","61302","61302 Kilmainham, D.M.R. South Central Division","Number","99"
"CJA36C01","Fraud, deception & related offences","2024","2024","35109","35109 Kilmallock, Limerick Division","Number","16"
"CJA36C01","Fraud, deception & related offences","2024","2024","54203","54203 Kilmeaden, Waterford Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","53308","53308 Kilmoganny, Kilkenny/Carlow Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","52404","52404 Kilmore Quay, Wexford Division","Number","10"
"CJA36C01","Fraud, deception & related offences","2024","2024","11404","11404 Kilnaleck, Cavan/Monaghan Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","23503","23503 Kilrickle, Galway Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","21208","21208 Kilmihil , Clare Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","21209","21209 Kilrush, Clare Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","51205","51205 Kilsheelan, Tipperary Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","22505","22505 Kiltimagh, Mayo Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","23106","23106 Kiltormer, Galway Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","32205","32205 Kilworth, Cork North Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","11104","11104 Kingscourt, Cavan/Monaghan Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","13208","13208 Kinlough, Sligo/Leitrim Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","44207","44207 Kinnegad, Westmeath Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","41106","41106 Kinnitty, Laois/Offaly Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","33108","33108 Kinsale, Cork West Division","Number","19"
"CJA36C01","Fraud, deception & related offences","2024","2024","23406","23406 Kinvara, Galway Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","22407","22407 Knock, Mayo Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","34206","34206 Knocknagoshel, Kerry Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","24402","24402 Lanesboro, Roscommon/Longford Division","Number","7"
"CJA36C01","Fraud, deception & related offences","2024","2024","42105","42105 Laytown, Meath Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","23306","23306 Leach Seoirse, Galway Division","Number","23"
"CJA36C01","Fraud, deception & related offences","2024","2024","54204","54204 Leamybrien, Waterford Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","23606","23606 Leitir Mor, Galway Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","45204","45204 Leixlip, Kildare Division","Number","30"
"CJA36C01","Fraud, deception & related offences","2024","2024","23206","23206 Letterfrack, Galway Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","12305","12305 Letterkenny, Donegal Division","Number","89"
"CJA36C01","Fraud, deception & related offences","2024","2024","12306","12306 Lifford, Donegal Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","32305","32305 Liscarroll, Cork North Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","21211","21211 Lisdoonvarna, Clare Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","54108","54108 Lismore, Waterford Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","34207","34207 Listowel, Kerry Division","Number","19"
"CJA36C01","Fraud, deception & related offences","2024","2024","51505","51505 Littleton, Tipperary Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","34208","34208 Lixnaw, Kerry Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","24403","24403 Longford, Roscommon/Longford Division","Number","93"
"CJA36C01","Fraud, deception & related offences","2024","2024","42404","42404 Longwood, Meath Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","51306","51306 Lorrha, Tipperary Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","23504","23504 Loughrea, Galway Division","Number","33"
"CJA36C01","Fraud, deception & related offences","2024","2024","22603","22603 Louisburgh, Mayo Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","14104","14104 Louth, Louth Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","66301","66301 Lucan, D.M.R. Western Division","Number","108"
"CJA36C01","Fraud, deception & related offences","2024","2024","63103","63103 Lusk, D.M.R. Northern Division","Number","48"
"CJA36C01","Fraud, deception & related offences","2024","2024","33506","33506 Macroom, Cork West Division","Number","14"
"CJA36C01","Fraud, deception & related offences","2024","2024","23607","23607 Maigh Cuilinn, Galway Division","Number","15"
"CJA36C01","Fraud, deception & related offences","2024","2024","63302","63302 Malahide, D.M.R. Northern Division","Number","39"
"CJA36C01","Fraud, deception & related offences","2024","2024","32306","32306 Mallow, Cork North Division","Number","49"
"CJA36C01","Fraud, deception & related offences","2024","2024","13209","13209 Manorhamilton, Sligo/Leitrim Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","31407","31407 Mayfield, Cork City Division","Number","24"
"CJA36C01","Fraud, deception & related offences","2024","2024","45205","45205 Maynooth, Kildare Division","Number","44"
"CJA36C01","Fraud, deception & related offences","2024","2024","35205","35205 Mayorstone Park, Limerick Division","Number","55"
"CJA36C01","Fraud, deception & related offences","2024","2024","32404","32404 Midleton, Cork North Division","Number","43"
"CJA36C01","Fraud, deception & related offences","2024","2024","32307","32307 Milford, Co Cork, Cork North Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","12408","12408 Milford, Co Donegal, Donegal Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","33406","33406 Millstreet, Co. Cork, Cork West Division","Number","9"
"CJA36C01","Fraud, deception & related offences","2024","2024","23808","23808 Milltown, Galway Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","21212","21212 Miltown Malbay, Clare Division","Number","11"
"CJA36C01","Fraud, deception & related offences","2024","2024","32206","32206 Mitchelstown, Cork North Division","Number","21"
"CJA36C01","Fraud, deception & related offences","2024","2024","44106","44106 Moate, Westmeath Division","Number","16"
"CJA36C01","Fraud, deception & related offences","2024","2024","13211","13211 Mohill, Sligo/Leitrim Division","Number","12"
"CJA36C01","Fraud, deception & related offences","2024","2024","11504","11504 Monaghan, Cavan/Monaghan Division","Number","41"
"CJA36C01","Fraud, deception & related offences","2024","2024","45105","45105 Monasterevin, Kildare Division","Number","11"
"CJA36C01","Fraud, deception & related offences","2024","2024","51402","51402 Moneygall, Tipperary Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","23307","23307 Monivea, Galway Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","53309","53309 Mooncoin, Kilkenny/Carlow Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","23108","23108 Mountbellew, Galway Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","12106","12106 Mountcharles, Donegal Division","Number","9"
"CJA36C01","Fraud, deception & related offences","2024","2024","62203","62203 Mountjoy, D.M.R. North Central Division","Number","112"
"CJA36C01","Fraud, deception & related offences","2024","2024","41209","41209 Mountmellick, Laois/Offaly Division","Number","13"
"CJA36C01","Fraud, deception & related offences","2024","2024","41210","41210 Mountrath, Laois/Offaly Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","12207","12207 Moville, Donegal Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","23109","23109 Moylough, Galway Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","51403","51403 Moyne, Tipperary Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","12208","12208 Muff, Donegal Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","53106","53106 Muine Bheag, Kilkenny/Carlow Division","Number","11"
"CJA36C01","Fraud, deception & related offences","2024","2024","11105","11105 Mullagh, Cavan/Monaghan Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","51206","51206 Mullinahone, Tipperary Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","53310","53310 Mullinavat, Kilkenny/Carlow Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","44208","44208 Mullingar, Westmeath Division","Number","72"
"CJA36C01","Fraud, deception & related offences","2024","2024","44209","44209 Multyfarnham, Westmeath Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","35110","35110 Murroe, Limerick Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","53107","53107 Myshall, Kilkenny/Carlow Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","12107","12107 Na Cealla Beaga, Donegal Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","12510","12510 Na Gleannta, Donegal Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","45305","45305 Naas, Kildare Division","Number","115"
"CJA36C01","Fraud, deception & related offences","2024","2024","42301","42301 Navan, Meath Division","Number","89"
"CJA36C01","Fraud, deception & related offences","2024","2024","51307","51307 Nenagh, Tipperary Division","Number","38"
"CJA36C01","Fraud, deception & related offences","2024","2024","52307","52307 New Ross, Wexford Division","Number","27"
"CJA36C01","Fraud, deception & related offences","2024","2024","45106","45106 Newbridge, Kildare Division","Number","83"
"CJA36C01","Fraud, deception & related offences","2024","2024","35312","35312 Newcastle West, Limerick Division","Number","29"
"CJA36C01","Fraud, deception & related offences","2024","2024","21106","21106 Newmarket on Fergus, Clare Division","Number","9"
"CJA36C01","Fraud, deception & related offences","2024","2024","33407","33407 Newmarket, Cork North Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","22605","22605 Newport, Co Mayo, Mayo Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","51308","51308 Newport, Co Tipperary, Tipperary Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","12308","12308 Newtowncunningham, Donegal Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","43204","43204 Newtownmountkennedy, Wicklow Division","Number","7"
"CJA36C01","Fraud, deception & related offences","2024","2024","42302","42302 Nobber, Meath Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","42204","42204 Oldcastle, Meath Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","14306","14306 Omeath, Louth Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","35111","35111 Oola, Limerick Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","23608","23608 Oughterard, Galway Division","Number","7"
"CJA36C01","Fraud, deception & related offences","2024","2024","52106","52106 Oulart, Wexford Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","52107","52107 Oylegate, Wexford Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","35112","35112 Pallasgreen, Limerick Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","35313","35313 Pallaskenry, Limerick Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","22306","22306 Partry, Mayo Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","54303","54303 Passage East, Waterford Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","31405","31405 Passage West, Cork City Division","Number","9"
"CJA36C01","Fraud, deception & related offences","2024","2024","35403","35403 Patrickswell, Limerick Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","61202","61202 Pearse Street, D.M.R. South Central Division","Number","282"
"CJA36C01","Fraud, deception & related offences","2024","2024","12108","12108 Pettigo, Donegal Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","53311","53311 Piltown, Kilkenny/Carlow Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","41211","41211 Portarlington, Laois/Offaly Division","Number","24"
"CJA36C01","Fraud, deception & related offences","2024","2024","41212","41212 Portlaoise, Laois/Offaly Division","Number","90"
"CJA36C01","Fraud, deception & related offences","2024","2024","54205","54205 Portlaw, Waterford Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","34111","34111 Portmagee, Kerry Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","51309","51309 Portroe, Tipperary Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","23506","23506 Portumna, Galway Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","63403","63403 Raheny, D.M.R. Northern Division","Number","70"
"CJA36C01","Fraud, deception & related offences","2024","2024","12409","12409 Ramelton, Donegal Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","12309","12309 Raphoe, Donegal Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","45107","45107 Rathangan, Kildare Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","66203","66203 Rathcoole, D.M.R. Western Division","Number","49"
"CJA36C01","Fraud, deception & related offences","2024","2024","32207","32207 Rathcormac, Co Cork, Cork North Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","41213","41213 Rathdowney, Laois/Offaly Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","43305","43305 Rathdrum, Wicklow Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","64201","64201 Rathfarnham, D.M.R. Southern Division","Number","134"
"CJA36C01","Fraud, deception & related offences","2024","2024","54206","54206 Rathgormack, Co Waterford, Waterford Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","35314","35314 Rathkeale, Limerick Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","64301","64301 Rathmines, D.M.R. Southern Division","Number","83"
"CJA36C01","Fraud, deception & related offences","2024","2024","33408","33408 Rathmore, Co Kerry, Cork West Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","12410","12410 Rathmullen, Donegal Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","53108","53108 Rathvilly, Kilkenny/Carlow Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","41306","41306 Rhode, Laois/Offaly Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","13108","13108 Riverstown, Sligo/Leitrim Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","45306","45306 Robertstown, Kildare Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","44211","44211 Rochfortbridge, Westmeath Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","11305","11305 Rockcorry, Cavan/Monaghan Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","66302","66302 Ronanstown, D.M.R. Western Division","Number","80"
"CJA36C01","Fraud, deception & related offences","2024","2024","24105","24105 Roosky, Roscommon/Longford Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","23609","23609 Ros Muc, Galway Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","24505","24505 Roscommon, Roscommon/Longford Division","Number","44"
"CJA36C01","Fraud, deception & related offences","2024","2024","51404","51404 Roscrea, Tipperary Division","Number","16"
"CJA36C01","Fraud, deception & related offences","2024","2024","33307","33307 Rosscarbery, Cork West Division","Number","11"
"CJA36C01","Fraud, deception & related offences","2024","2024","13305","13305 Rosses Point, Sligo/Leitrim Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","52405","52405 Rosslare Harbour, Wexford Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","52406","52406 Rosslare Strand, Wexford Division","Number","10"
"CJA36C01","Fraud, deception & related offences","2024","2024","43306","43306 Roundwood, Wicklow Division","Number","9"
"CJA36C01","Fraud, deception & related offences","2024","2024","35404","35404 Roxboro Road, Limerick Division","Number","103"
"CJA36C01","Fraud, deception & related offences","2024","2024","63203","63203 Santry, D.M.R. Northern Division","Number","115"
"CJA36C01","Fraud, deception & related offences","2024","2024","21108","21108 Scariff, Clare Division","Number","10"
"CJA36C01","Fraud, deception & related offences","2024","2024","33210","33210 Schull, Cork West Division","Number","7"
"CJA36C01","Fraud, deception & related offences","2024","2024","11506","11506 Scotstown, Cavan/Monaghan Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","65205","65205 Shankill, D.M.R. Eastern Division","Number","41"
"CJA36C01","Fraud, deception & related offences","2024","2024","21109","21109 Shannon, Clare Division","Number","20"
"CJA36C01","Fraud, deception & related offences","2024","2024","11106","11106 Shercock, Cavan/Monaghan Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","51405","51405 Shevry, Tipperary Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","43107","43107 Shillelagh, Wicklow Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","41108","41108 Shinrone, Laois/Offaly Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","22408","22408 Shrule, Mayo Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","21110","21110 Sixmilebridge, Clare Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","63105","63105 Skerries, D.M.R. Northern Division","Number","22"
"CJA36C01","Fraud, deception & related offences","2024","2024","33308","33308 Skibbereen, Cork West Division","Number","21"
"CJA36C01","Fraud, deception & related offences","2024","2024","13306","13306 Skreen, Sligo/Leitrim Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","42303","42303 Slane, Meath Division","Number","7"
"CJA36C01","Fraud, deception & related offences","2024","2024","13307","13307 Sligo, Sligo/Leitrim Division","Number","76"
"CJA36C01","Fraud, deception & related offences","2024","2024","24306","24306 Smear, Roscommon/Longford Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","34112","34112 Sneem, Kerry Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","23207","23207 Sraith Salach, Galway Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","53312","53312 Stoneyford, Kilkenny/Carlow Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","62301","62301 Store Street, D.M.R. North Central Division","Number","355"
"CJA36C01","Fraud, deception & related offences","2024","2024","41214","41214 Stradbally Co Laois, Laois/Offaly Division","Number","11"
"CJA36C01","Fraud, deception & related offences","2024","2024","24106","24106 Strokestown, Roscommon/Longford Division","Number","9"
"CJA36C01","Fraud, deception & related offences","2024","2024","33507","33507 Stuake, Cork West Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","42405","42405 Summerhill, Meath Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","64102","64102 Sundrive Road, D.M.R. Southern Division","Number","75"
